type	drugbank_id	name	cal_logp	cal_logs	cal_water_solubility	cal_molecular_weight	cal_polar_surface_area	cal_refractivity	cal_polarizability	cal_rotatable_bond_count	cal_h_bond_acceptor_count	cal_h_bond_donor_count	cal_pka_acidic	cal_pka_basic	cal_physiological_charge	cal_number_of_rings	cal_bioavailability	cal_rule_of_five	exp_molecular_weight	exp_logp	exp_pka	half_life
small molecule	DB00207	Azithromycin	3.03	-3.2	5.14e-01 g/l	748.9845	180.08	194.11	83.11	7	13	5	12.43	9.57	2	3	0			4.02	8.74 (at 25 °C)	68 hours
small molecule	DB00208	Ticlopidine	4.25	-4.1	2.19e-02 g/l	263.786	3.24	74.33	27.99	2	1	0		7.31	1	3	1	true		2.9		Half-life following a single 250-mg dose is approximately 7.9 hours in subjects 20 to 43 years of age and 12.6 hours in subjects 65 to 76 years of age. With repeated dosing (250 mg twice a day), half-life is about 4 days in subjects 20 to 43 years of age and about 5 days in subjects 65 to 76 years of age.
small molecule	DB00209	Trospium	2.86	-6.8	6.68e-05 g/l	392.5106	46.53	124.04	43.18	5	2	1	11.05	-4.5	1	5	1	true				20 hours
small molecule	DB00210	Adapalene	6.06	-8	4.01e-06 g/l	412.5201	46.53	122.07	47.65	4	3	1	3.99	-4.8	-1	6	1			8.6		
small molecule	DB00211	Midodrine	-0.49	-1.8	4.45e+00 g/l	254.2823	93.81	66.22	26.65	6	5	3	13.77	8.14	1	1	1	true		-0.5	7.8	The plasma levels of the prodrug peak after about half an hour, and decline with a half-life of approximately 25 minutes, while the metabolite reaches peak blood concentrations about 1 to 2 hours after a dose of midodrine and has a half-life of about 3 to 4 hours.
small molecule	DB00212	Remikiren	2.42	-4.5	2.13e-02 g/l	630.838	161.48	169.6	68.67	16	7	5	12.32	6.74	0	4	0			3.9		
small molecule	DB00213	Pantoprazole	2.11	-2.9	4.95e-01 g/l	383.37	86.33	90.05	35.17	7	6	1	9.15	3.55	0	3	1	true		0.5		1 hour
small molecule	DB00214	Torasemide	1.76	-3.8	5.96e-02 g/l	348.42	100.19	91.89	36.15	4	5	3	5.92	4.2	-1	2	1	true		2.3	7.1	3.5 hours
small molecule	DB00215	Citalopram	3.58	-4.7	5.88e-03 g/l	324.3919	36.26	94.02	35.4	5	3	0		9.78	1	3	1	true		3.5		35 hours
small molecule	DB00216	Eletriptan	3.84	-5.5	1.18e-03 g/l	382.519	53.17	110.94	42.99	6	3	1	17.11	8.37	1	4	1	true		3.9		The terminal elimination half-life of eletriptan is approximately 4 hours.
small molecule	DB00217	Bethanidine	1.41	-2	1.58e+00 g/l	177.2462	36.42	54.5	20.43	2	3	2		12.41	1	1	1	true		0.49		9 hours (range 7 to 11 hours)
small molecule	DB00218	Moxifloxacin	0.01	-3.4	1.68e-01 g/l	401.4314	82.11	106.22	41.24	4	7	2	5.69	9.42	0	5	1	true		2.9		11.5-15.6 hours (single dose, oral)
small molecule	DB00219	Oxyphenonium	0.2	-6.5	1.36e-04 g/l	348.4996	46.53	112.61	40.65	9	2	1	11.53	-4.3	1	2	1	true		0.17		
small molecule	DB00220	Nelfinavir	4.61	-5.5	1.91e-03 g/l	567.782	101.9	162.67	63.8	10	5	4	9.32	8.18	1	4	1			6		3.5 - 5 hours
small molecule	DB00221	Isoetarine	0.63	-1.9	3.18e+00 g/l	239.3107	72.72	67.34	26.39	5	4	4	10.01	9.01	1	1	1	true		2.2		
small molecule	DB00222	Glimepiride	2.82	-4.1	3.84e-02 g/l	490.616	124.68	129.8	53.86	6	5	3	4.32	-3.7	-1	3	1	true		3.5		Approximately 5 hours following single dose.
small molecule	DB00223	Diflorasone	1.91	-3.7	8.53e-02 g/l	410.4515	94.83	102.32	40.95	2	5	3	12.42	-3.3	0	4	1	true		2.1		
small molecule	DB00224	Indinavir	3.26	-4.1	4.82e-02 g/l	613.7895	118.03	175.89	68.63	12	7	4	13.19	7.37	1	5	0			2.9		1.8 (&plusmn; 0.4) hours
small molecule	DB00225	Gadodiamide	-6.9			591.67	188.31	132.4	39.34	16	11	2	2.36	8.97	-2	0	0					Two-compartment model with mean distribution and elimination half-lives (reported as mean &plusmn; SD) of 3.7 &plusmn; 2.7 minutes and 77.8 &plusmn; 16 minutes, respectively.
small molecule	DB00226	Guanadrel	0.03	-2	1.93e+00 g/l	213.2768	82.86	56.54	23.23	2	5	2	19.85	12.56	1	2	1	true		0.6		10 hours
small molecule	DB00227	Lovastatin	4.11	-4.2	2.43e-02 g/l	404.5396	72.83	113.18	46.11	7	3	1	14.91	-2.8	0	3	1	true		4.26		5.3 hours
small molecule	DB00228	Enflurane	2.24	-1.7	3.90e+00 g/l	184.492	9.23	23.07	9.74	3	1	0		-5	0	0	1	true		2.10		
small molecule	DB00229	Cefotiam	-0.33	-2.6	1.29e+00 g/l	525.628	172.46	142.34	49.87	10	10	3	2.79	8.36	0	4	1			-2.1		Approximately 1 hour.
small molecule	DB00230	Pregabalin	-1.4	-1.1	1.13e+01 g/l	159.2261	63.32	43.68	18.08	5	3	2	4.8	10.23	0	0	1	true		-1.35	4.2 and 10.6 	6.3 hours
small molecule	DB00231	Temazepam	2.16	-3.8	5.34e-02 g/l	300.74	52.9	81.01	30.32	1	3	1	10.68	-1.4	0	3	1	true		2.19		10-20 hours
small molecule	DB00232	Methyclothiazide	0.93	-2.6	8.24e-01 g/l	360.237	109.57	77.28	31.65	2	5	2	9.29	-3.4	0	2	1	true		1.42	9.4	
small molecule	DB00233	Aminosalicylic Acid	0.62	-1.1	1.18e+01 g/l	153.1354	83.55	40	14.29	1	4	3	3.68	2.19	-1	1	1	true		0.89	2.05 (at 25 °C)	
small molecule	DB00234	Reboxetine	3.06	-4.2	2.23e-02 g/l	313.3908	39.72	89.48	34.17	6	4	1		7.91	1	3	1	true		3.1		12.5 hours
small molecule	DB00235	Milrinone	1.04	-3	2.09e-01 g/l	211.2194	65.78	61.14	21.46	1	3	1	7.54	4.82	0	2	1	true		0.4		2.3 hours
small molecule	DB00236	Pipobroman	1.09	-2.2	2.24e+00 g/l	356.054	40.62	69.45	28.44	4	2	0		-0.72	0	1	1	true		0.42		
small molecule	DB00237	Butabarbital	1.7	-2.2	1.39e+00 g/l	212.2456	75.27	53.4	21.41	3	3	2	8.48		0	1	1	true		1.65		
small molecule	DB00238	Nevirapine	1.75	-3.4	1.05e-01 g/l	266.2979	58.12	77.48	27.8	1	4	1	10.37	5.06	0	4	1	true		2.5		45 hours
small molecule	DB00239	Oxiconazole	5.28	-5.3	1.91e-03 g/l	429.127	39.41	105.95	40.01	6	3	0		6.74	0	3	1					
small molecule	DB00240	Alclometasone	2.11	-3.5	1.37e-01 g/l	408.916	94.83	107.61	42.62	2	5	3	12.45	-2.9	0	4	1	true		2.7		
small molecule	DB00241	Butalbital	1.47	-2	2.23e+00 g/l	224.2563	75.27	58.05	22.42	4	3	2	8.48		0	1	1	true		1.7		35 hours
small molecule	DB00242	Cladribine	-0.12	-1.6	6.35e+00 g/l	285.687	119.31	67.18	25.93	2	7	3	13.89	1.33	0	3	1	true		-0.1		5.4 hours
small molecule	DB00243	Ranolazine	2.08	-3.6	1.10e-01 g/l	427.5365	74.27	123.46	47.22	9	6	2	13.6	7.17	1	3	1	true		1.6		7 hours
small molecule	DB00244	Mesalazine	0.75	-1.1	1.22e+01 g/l	153.1354	83.55	40	14.26	1	4	3	2.02	5.87	-1	1	1	true		1.2		The mean elimination half-life was 5 hours for 5-ASA and six hours for N-acetyl-5-ASA following the initial dose. At steady state, the mean elimination half-life was seven hours for both 5-ASA and N-acetyl-5-ASA.
small molecule	DB00245	Benzatropine	4.47	-5.4	1.21e-03 g/l	307.4293	12.47	94.24	35.42	4	2	0		9.54	1	4	1	true		4.3		
small molecule	DB00246	Ziprasidone	4.64	-4.8	7.18e-03 g/l	412.936	48.47	116.72	44.96	4	4	1	13.18	7.09	1	5	1	true		3.8		7 hours
small molecule	DB00247	Methysergide	2.22	-3.2	2.24e-01 g/l	353.458	57.5	104.47	40.41	4	3	2	15.01	7.85	1	4	1	true		1.5		
small molecule	DB00248	Cabergoline	2.97	-3.9	6.40e-02 g/l	451.6043	71.68	133.5	52.5	8	4	2	15.25	9.32	2	4	1	true		2.6		The elimination half-life is estimated from urinary data of 12 healthy subjects to range between 63 to 69 hours.
small molecule	DB00249	Idoxuridine	-0.7	-1.2	2.34e+01 g/l	354.0985	99.1	64.4	26.06	2	5	3	8.06	-3	0	2	1	true		-0.96		
small molecule	DB00250	Dapsone	1.19	-2.9	2.84e-01 g/l	248.301	86.18	68.99	25.05	2	4	2		2.39	0	2	1	true		0.97	2.41	28 hours (range 10-50 hours)
small molecule	DB00251	Terconazole	4.58	-4.7	1.16e-02 g/l	532.462	64.88	153.19	56.15	8	7	0		8.41	1	5	0			4.5		6.9 hours (range 4.0-11.3)
small molecule	DB00252	Phenytoin	2.26	-3.5	7.11e-02 g/l	252.268	58.2	70.18	25.48	2	2	2	9.47	-9	0	3	1	true		2.47	8.33	22 hours (range of 7 to 42 hours)
small molecule	DB00253	Medrysone	3.06	-4	3.37e-02 g/l	344.4877	54.37	98.85	39.92	1	3	1	19.14	-0.26	0	4	1	true		3.2		
small molecule	DB00254	Doxycycline	-0.72	-2.9	6.30e-01 g/l	444.4346	181.62	113.89	42.88	2	9	6	-2.2	7.75	-1	4	1			-0.02		18-22 hours
small molecule	DB00255	Diethylstilbestrol	4.62	-4.4	1.09e-02 g/l	268.3502	40.46	83.24	30.69	4	2	2	9.13	-6	0	2	1			5.07		
small molecule	DB00256	Lymecycline	-0.27	-2.7	1.31e+00 g/l	602.6328	242.98	154.51	62.88	10	13	9	0.4	9.5	0	4	0			0.3		
small molecule	DB00257	Clotrimazole	5.48	-5.4	1.47e-03 g/l	344.837	17.82	103.76	36.25	4	1	0		6.62	0	4	1			6.1		2 hours
small molecule	DB00258	Calcium Acetate	0.24	-0.03	1.47e+02 g/l	158.166	40.13	23.48	4.96	0	2	0	4.54		-1	0	1	true				
small molecule	DB00259	Sulfanilamide	-0.16	-1.2	1.04e+01 g/l	172.205	86.18	42.92	16.25	1	3	2	10.99	2.27	0	1	1	true		-0.62	10.6 (at 20 °C)	
small molecule	DB00260	Cycloserine	-2.3	0.93	8.77e+02 g/l	102.0919	64.35	21.85	8.87	0	3	2	4.21	8.36	0	1	1	true		-0.9		Half-life in patients with normal renal function is 10 hours, and is prolonged in patients with impaired renal function.
small molecule	DB00261	Anagrelide	1.95	-3	2.79e-01 g/l	256.088	44.7	63.25	23.61	0	3	1	12.55	3.62	0	3	1	true		2.4		At fasting and at a dose of 0.5 mg of anagrelide, the plasma half-life is 1.3 hours.
small molecule	DB00262	Carmustine	1.24	-2.1	1.53e+00 g/l	214.05	61.77	46.98	18.8	5	2	1	11.96	-5.3	0	0	1	true		1.53		15-30 minutes
small molecule	DB00263	Sulfisoxazole	1.14	-2.9	3.13e-01 g/l	267.304	98.22	67.92	26.93	2	4	2	5.8	2.17	-1	2	1	true		1.01	5	
small molecule	DB00264	Metoprolol	1.8	-2.8	4.02e-01 g/l	267.3639	50.72	76.7	31.9	9	4	2	14.09	9.67	1	1	1	true		1.88		3-7 hours
small molecule	DB00265	Crotamiton	2.7	-2.8	3.53e-01 g/l	203.2802	20.31	64.15	23.07	3	1	0		-0.6	0	1	1	true		2.9		
small molecule	DB00266	Dicoumarol	1.54	-3.7	6.62e-02 g/l	336.295	93.06	89.19	32.32	2	4	2	-12	-3.1	-1	4	1	true		2.07		
small molecule	DB00267	Cefmenoxime	-0.13	-3.1	4.46e-01 g/l	511.558	190.81	133.51	47.04	8	11	3	3.04	4.14	-1	4	0			-1.3		1 hour
small molecule	DB00268	Ropinirole	3.16	-2.9	3.53e-01 g/l	260.3746	32.34	81.43	31.19	7	2	1	13.24	10.17	1	2	1	true		2.70		6 hours
small molecule	DB00269	Chlorotrianisene	5.95	-6.3	1.99e-04 g/l	380.864	27.69	119.17	41.6	6	3	0		-4.4	0	3	1			6.4		
small molecule	DB00270	Isradipine	3	-3.2	2.28e-01 g/l	371.3871	103.55	100.08	37.39	6	5	1		5.33	0	3	1	true		4.28		8 hours
small molecule	DB00271	Diatrizoate	2.27	-3.8	1.07e-01 g/l	613.9136	95.5	103.13	38.43	3	4	3	2.17	-4.2	-1	1	1			3.3		
small molecule	DB00272	Betazole	-0.64	0.15	1.56e+02 g/l	111.1451	54.7	32.96	11.96	2	2	2	14.52	9.79	1	1	1	true		0.1		
small molecule	DB00273	Topiramate	1.29	-1.7	6.80e+00 g/l	339.362	115.54	72.3	32.42	3	8	1	11.09	-3.7	0	3	1	true		-0.7		19 to 23 hours. The mean elimination half-life was 31 hours following repeat administration of the extended-release formulation. 
small molecule	DB00274	Cefmetazole	-0.38	-2.3	2.16e+00 g/l	471.534	163.33	124.57	44.5	9	9	2	3.38	-1.7	-1	3	1	true		-0.60		1.50 &plusmn;0.14 hours
small molecule	DB00275	Olmesartan	2.98	-4.6	1.05e-02 g/l	446.5016	129.81	137.32	47.46	8	7	3	0.91	5.57	-2	4	1	true		5.9		The half life is approximately 13 hours.
small molecule	DB00276	Amsacrine	4.66	-5.1	3.17e-03 g/l	393.459	80.32	107.69	41.65	4	5	2	10.82	8.44	1	4	1	true		3.8		8-9 hours
small molecule	DB00277	Theophylline	-0.26	-0.9	2.29e+01 g/l	180.164	69.3	44.93	16.86	0	3	1	7.82	-0.78	0	2	1	true		-0.02	8.81	8 hours
small molecule	DB00278	Argatroban	0.19	-3.4	2.21e-01 g/l	508.634	180.21	133.54	53.9	8	9	5	3.07	10.91	0	3	1			1		39 and 51 minutes
small molecule	DB00279	Liothyronine	0.82	-4.5	1.95e-02 g/l	650.9735	92.78	113.43	43.92	5	4	3	0.3	9.48	0	2	1			2.9		2.5 days
small molecule	DB00280	Disopyramide	3.21	-3.8	4.93e-02 g/l	339.4745	59.22	102.3	38.82	8	3	1	16.19	10.42	1	2	1	true		2.58		6.7 hours (range 4-10 hours)
small molecule	DB00281	Lidocaine	1.81	-2.6	5.93e-01 g/l	234.3373	32.34	73.93	27.77	5	2	1	13.78	7.75	1	1	1	true		2.44	8.01	109 minutes
small molecule	DB00282	Pamidronate	-1.4	-1.2	1.58e+01 g/l	235.0695	161.31	42.62	17.34	4	8	6	0.67	9.86	-1	0	1			-4.7		The mean &plusmn; SD elimination half-life is 28 &plusmn; 7 hours
small molecule	DB00283	Clemastine	5.29	-5.9	4.05e-04 g/l	343.89	12.47	101.65	39.06	6	2	0		9.55	1	3	1	true		5.2		
small molecule	DB00284	Acarbose	-2.7	-0.64	1.48e+02 g/l	645.6048	321.17	137.6	62.39	9	19	14	11.23	7.03	1	4	0			-6.8		Healthy volunteers = 2 hours
small molecule	DB00285	Venlafaxine	2.69	-3.1	2.30e-01 g/l	277.4018	32.7	83.02	32.33	5	3	1	14.42	8.91	1	2	1	true				5 hours
small molecule	DB00286	Conjugated Estrogens	2.75	-4.9	4.50e-03 g/l	372.411	83.5	87.95	36.47	2	4	0	-1.7	-7.5	-1	4	1	true				7.4 hours
small molecule	DB00287	Travoprost	4.02	-4.8	7.59e-03 g/l	500.5477	96.22	127.86	51.61	14	5	3	13.95	-2.9	0	2	0			4.6		Terminal elimination half-life of travoprost free acid is 45 minutes.
small molecule	DB00288	Amcinonide	3.16	-4.8	7.74e-03 g/l	502.5717	99.13	127.88	52.23	4	6	1	13.63	-3.4	0	6	1			2.3		
small molecule	DB00289	Atomoxetine	3.95	-4.8	3.90e-03 g/l	255.3547	21.26	79.44	29.79	6	2	1		9.8	1	2	1	true		3.9		5 hours
small molecule	DB00290	Bleomycin	-0.52	-4.7	2.82e-02 g/l	1415.552	627.07	344.16	142.03	36	28	20	11.34	7.67	2	6	0					115 minutes
small molecule	DB00291	Chlorambucil	3.81	-3.6	7.73e-02 g/l	304.212	40.54	79.68	31.98	9	3	1	4.46	1.72	-1	1	1	true		1.70	5.75	1.5 hours
small molecule	DB00292	Etomidate	2.66	-2.7	4.77e-01 g/l	244.289	44.12	69.59	26.43	5	2	0		4.54	0	2	1	true		3.05		75 minutes.
small molecule	DB00293	Raltitrexed	1.65	-4.4	1.81e-02 g/l	458.488	148.4	117.39	45.55	9	9	4	3.72	-0.46	-2	3	1	true		-1.2		198 hours
small molecule	DB00294	Etonogestrel	3.19	-4.6	7.37e-03 g/l	324.4565	37.3	96.35	37.77	1	2	1	17.99	-1.5	0	4	1	true		3.4		25 hours
small molecule	DB00295	Morphine	0.99	-1.4	1.02e+01 g/l	285.3377	52.93	80.12	29.95	0	4	2	10.26	9.12	1	5	1	true		0.89	8.21 (at 25 °C)	2-4 hours
small molecule	DB00296	Ropivacaine	2.91	-3	2.53e-01 g/l	274.4011	32.34	85.59	32.67	4	2	1	13.62	7.82	1	2	1	true		2.90	8.07	Approximately 4.2 hours.
small molecule	DB00297	Bupivacaine	3.31	-3.5	9.77e-02 g/l	288.4277	32.34	90.19	34.19	5	2	1	13.62	8	1	2	1	true		3.41	8.1	2.7 hours in adults and 8.1 hours in neonates
small molecule	DB00298	Dapiprazole	2.78	-2.6	7.51e-01 g/l	325.4512	37.19	100.22	38.23	4	4	0		7.67	1	4	1	true		2.3		
small molecule	DB00299	Penciclovir	-0.86	-1.5	7.45e+00 g/l	253.2578	125.76	64.59	25.11	5	7	4	8.01	2.84	0	2	1	true		-1.1		2 hours
small molecule	DB00300	Tenofovir	-1.5	-2.2	1.87e+00 g/l	287.2123	136.38	67.53	25.54	5	8	3	1.35	5.12	-1	2	1	true		1.25		When a single oral dose is given, the terminal elimination half-life is approximately 17 hours. 
small molecule	DB00301	Flucloxacillin	2.69	-3.9	5.45e-02 g/l	453.872	112.74	106.85	41.69	3	5	2	3.75	-0.93	-1	4	1	true		2.58		0.75–1 hour
small molecule	DB00302	Tranexamic Acid	-1.4	-0.94	1.82e+01 g/l	157.2102	63.32	41.9	17.28	2	3	2	4.56	10.22	0	1	1	true		0.3		Biological half-life in the joint fluid is about 3 hours.
small molecule	DB00303	Ertapenem	-0.2	-3.2	2.86e-01 g/l	475.515	156.27	121.8	48.77	7	8	5	3.37	9.03	-1	4	1	true		0.3		The mean plasma half-life is approximately 4 hours.
small molecule	DB00304	Desogestrel	4.3	-5	3.01e-03 g/l	310.473	20.23	95.73	37.54	1	1	1	17.99	-1.5	0	4	1	true		4		27.8&plusmn;7.2 hours
small molecule	DB00305	Mitomycin	-0.55	-1.5	1.01e+01 g/l	334.3272	146.89	83.27	32.77	4	7	3	-0.3	6.8	0	4	1	true		-0.40	10.9	8-48 min
small molecule	DB00306	Talbutal	1.87	-2	2.46e+00 g/l	224.2563	75.27	58.05	22.48	4	3	2	8.48		0	1	1	true		1.47	7.79 (at 25 °C)	
small molecule	DB00307	Bexarotene	6.86	-6.4	1.49e-04 g/l	348.4779	37.3	117.12	40.89	3	2	1	4.07		-1	3	1			6.9		7 hours
small molecule	DB00308	Ibutilide	4.72	-4.9	4.73e-03 g/l	384.576	69.64	109.18	46.45	13	4	2	9.72	10.4	1	1	1	true		4.6		6 hours (ranges from 2-12 hours)
small molecule	DB00309	Vindesine	3.53	-4	7.00e-02 g/l	753.9261	164.82	210.32	82.58	7	9	5	11.34	8.68	2	9	1			2.9		24 hours.
small molecule	DB00310	Chlorthalidone	1.27	-3.8	5.28e-02 g/l	338.766	109.49	81.3	31.23	2	4	3	8.58	-2.6	0	3	1	true		0.85		40 hours
small molecule	DB00311	Ethoxzolamide	1.87	-2.6	6.88e-01 g/l	258.317	82.28	59.97	25.27	3	4	1	7.51	-1.9	0	2	1	true		2.01		2.5-5.5 hours
small molecule	DB00312	Pentobarbital	2.16	-2.4	8.64e-01 g/l	226.2722	75.27	58	23.41	4	3	2	8.48		0	1	1	true		2.10	8.11 (at 25 °C)	5 to 50 hours (dose dependent)
small molecule	DB00313	Valproic Acid	2.54	-1.8	2.36e+00 g/l	144.2114	37.3	40.25	17	5	2	1	5.14		-1	0	1	true		2.75	4.8	9-16 hours (following oral administration of 250 mg to 1000 mg) 
small molecule	DB00314	Capreomycin	-11			1321.4123	378.42	162.2	66.56	19	14	14	10.62	10.3	4	4	0			-9.609		
small molecule	DB00315	Zolmitriptan	2.25	-3.2	1.90e-01 g/l	287.3568	57.36	82.44	31.65	5	2	2	13	9.55	1	3	1	true		1.6		The mean elimination half-life of zolmitriptan and of the active N-desmethyl metabolite is 3 hours.
small molecule	DB00316	Acetaminophen	0.51	-1.6	4.15e+00 g/l	151.1626	49.33	42.9	15.52	1	2	2	9.46	-4.4	0	1	1	true		0.46	9.38	1 to 4 hours
small molecule	DB00317	Gefitinib	4.02	-4.2	2.70e-02 g/l	446.902	68.74	117.51	46.11	8	7	1	16.11	6.85	0	4	1	true		3.2	5.4 and 7.2	48 hours [IV administration] 
small molecule	DB00318	Codeine	1.2	-2.7	5.77e-01 g/l	299.3642	41.93	84.6	31.95	1	4	1	13.78	9.19	1	5	1	true		1.19	8.21 (at 25 °C)	Plasma half-lives of codeine and its metabolites have been reported to be approximately 3 hours.
small molecule	DB00319	Piperacillin	0.67	-3.6	1.19e-01 g/l	517.555	156.43	126.3	51.77	6	7	3	3.49	-4.3	-1	4	1			0.3		36-72 minutes
small molecule	DB00320	Dihydroergotamine	3.04	-3.4	2.29e-01 g/l	583.6774	118.21	159.39	63.3	4	6	3	9.71	8.39	1	8	1			2		9 hours
small molecule	DB00321	Amitriptyline	5.1	-4.8	4.50e-03 g/l	277.4033	3.24	101.51	33.74	3	1	0		9.76	1	3	1	true		4.92	9.4	10 to 50 hours, with an average of 15 hours
small molecule	DB00322	Floxuridine	-1.1	-0.78	4.08e+01 g/l	246.1924	99.1	51.26	20.78	2	5	3	7.68	-3	0	2	1	true		-1.16	7.44	
small molecule	DB00323	Tolcapone	2.63	-3.7	5.69e-02 g/l	273.2408	103.35	72.96	26.44	3	5	2	5.17	-6.4	-1	2	1	true		4		2-3.5 hours
small molecule	DB00324	Fluorometholone	2.34	-4.4	1.66e-02 g/l	376.4617	74.6	100.87	40.05	1	4	2	12.65	-3.4	0	4	1	true		2.00		
small molecule	DB00325	Nitroprusside	0.071			215.938	148.38	39.44	16.52	1	6	0		-3.3	-2	0	1	true				Approximately 2 minutes
small molecule	DB00326	Calcium Gluceptate	-1.9	-1.1	3.98e+01 g/l	490.425	161.51	55.07	19.35	12	8	6	3.38	-3	-1	0	0					
small molecule	DB00327	Hydromorphone	1.69	-1.8	4.39e+00 g/l	285.3377	49.77	78.26	30.02	0	4	1	10.11	8.59	1	5	1	true		0.9		2.6 hours (oral); 18.6 hours for sustained release Palladone
small molecule	DB00328	Indomethacin	4.25	-5.2	2.40e-03 g/l	357.788	68.53	94.81	36.64	4	4	1	3.8	-2.3	-1	3	1	true		4.27	4.5	4.5 hours
small molecule	DB00330	Ethambutol	-0.12	-1.4	7.58e+00 g/l	204.3098	64.52	57.89	24.47	9	4	4	14.82	9.55	1	0	1	true		-0.3		In patients with normal renal function, 3 to 4 hours. In patients with impaired renal function, up to 8 hours.
small molecule	DB00331	Metformin	-1.8	-2	1.38e+00 g/l	129.1636	88.99	56.64	13.43	0	5	4		12.33	2	0	1	true		-0.5	12.4	6.2 hours. Duration of action is 8-12 hours. 
small molecule	DB00332	Ipratropium bromide	0.21	-5.8	7.01e-04 g/l	412.361	46.53	105.9	37.43	6	2	1	15.15	-2.7	1	3	1	true				2-4 hours after administration orally, IV or by oral inhalation (radiolabeled ipratropium bromide assay measures parent drug and its metabolites). Using a radioreceptor assay that measures only unchanged ipratropium bromide, the initial distribution-phase half-life (t<sub>1/2 &alpha;</sub>) and terminal elimination-phase half-life (t<sub>1/2 &beta;</sub>) were 0.07 and 1.6 hours, respectively, following a single 2 mg IV dose of the drug in healthy adults. 
small molecule	DB00333	Methadone	4.14	-4.7	5.90e-03 g/l	309.4452	20.31	97.27	36.29	7	2	0	18.78	9.12	1	2	1			3.93	8.94 (at 25 °C)	24-36 hours
small molecule	DB00334	Olanzapine	3.61	-3.5	9.42e-02 g/l	312.432	30.87	93.87	35.37	0	4	1	14.17	7.24	1	4	1	true		2		21 to 54 hours
small molecule	DB00335	Atenolol	0.57	-2.8	4.29e-01 g/l	266.3361	84.58	73.51	29.98	8	4	3	14.08	9.67	1	1	1	true		0.16	9.6	6-7 hours
small molecule	DB00336	Nitrofural	0.23	-2.9	2.68e-01 g/l	198.1362	126.44	45.21	16.92	3	4	2	11.79	-2	0	1	1	true		0.23	10	5 hours
small molecule	DB00337	Pimecrolimus	4.36	-5.7	1.52e-03 g/l	810.453	158.13	214.03	87.87	6	10	2	9.96	-2.9	0	4	0			4.4		
small molecule	DB00338	Omeprazole	1.66	-3	3.59e-01 g/l	345.416	77.1	93.66	37.45	5	5	1	9.29	4.77	0	3	1	true		2.23		"0.5-1 hour (healthy subjects, delayed-release capsule); 
3 hours (hepatic impairment) "
small molecule	DB00339	Pyrazinamide	-0.71	-0.12	9.37e+01 g/l	123.1127	68.87	30.45	11.13	1	3	1	13.06	-0.68	0	1	1	true		-0.60	-0.5	9-10 hours (normal conditions)
small molecule	DB00340	Metixene	5.51	-6.5	1.02e-04 g/l	309.468	3.24	97.17	35.67	2	1	0		9.34	1	4	1			4.7		
small molecule	DB00341	Cetirizine	2.98	-3.8	6.58e-02 g/l	388.888	53.01	106.87	41.88	8	5	1	3.6	7.79	0	3	1	true		2.8		8.3 hours
small molecule	DB00342	Terfenadine	5.89	-6	4.58e-04 g/l	471.6734	43.7	146.27	56.45	9	3	2	13.2	9.02	1	4	1			7.1		3.5 hours
small molecule	DB00343	Diltiazem	3.09	-4.4	1.68e-02 g/l	414.518	59.08	114.37	43.65	7	4	0	12.86	8.18	1	3	1	true		2.8		3.0 - 4.5 hours
