drugbank_id	drugbank_name	chembl	drugbank	pdb	iuphar	pubchem_dotf	kegg_ligand	chebi	nih_ncc	zinc	emolecules	ibm	atlas	ibm_patents	fdasrs	surechembl	pharmgkb	hmdb	selleck	pubchem_tpharma	pubchem	mcule	nmrshiftdb2	lincs	actor	recon	molport	nikkaji	bindingdb
DB00309	Vindesine	1	1	0	0	1	0	1	0	0	0	8	0	100	1	11	0	1	0	3	18	1	0	1	1	0	0	1	0
DB00310	Chlorthalidone	3	2	1	1	0	0	1	1	2	1	3	0	154	0	3	1	1	1	3	4	3	0	1	1	0	0	3	1
DB00311	Ethoxzolamide	1	1	1	1	1	0	1	0	1	1	1	0	22	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1
DB00312	Pentobarbital	1	1	1	1	0	1	1	0	2	3	3	0	3	0	3	1	1	0	2	6	0	0	1	2	0	2	3	1
DB00313	Valproic Acid	2	1	1	1	1	1	2	1	1	2	2	1	100	1	13	1	1	0	22	31	1	1	2	2	0	0	1	2
DB00314	Capreomycin	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	6	0	0	0	0	0	0	0	0
DB00315	Zolmitriptan	2	1	0	1	1	1	1	1	2	4	598	0	21	2	743	1	1	1	4	768	1	0	1	1	0	1	2	1
DB00316	Acetaminophen	1	1	1	1	1	1	1	0	1	3	1	2	0	1	2	1	1	0	10	16	1	1	1	3	0	0	2	1
DB00317	Gefitinib	1	1	1	1	1	0	1	0	2	2	5	1	4	1	5	1	1	1	67	70	1	0	1	2	0	0	3	1
DB00318	Codeine	5	1	0	1	0	1	2	0	8	5	349	0	195	1	520	1	1	0	8	558	1	1	0	2	0	1	5	3
DB00319	Piperacillin	5	1	1	0	0	1	2	0	12	4	7	0	112	1	8	0	1	0	4	36	9	0	2	1	0	3	3	2
DB00320	Dihydroergotamine	7	1	1	1	0	1	1	0	1	0	4	0	47	1	8	0	1	0	3	33	1	1	2	1	0	1	1	3
DB00321	Amitriptyline	1	1	1	1	0	1	1	0	1	1	1	1	100	1	2	1	1	0	1	5	1	0	1	1	0	0	1	1
DB00322	Floxuridine	2	1	0	1	0	1	1	1	8	5	9	0	147	1	15	0	1	1	5	19	2	0	2	3	0	4	3	1
DB00323	Tolcapone	1	1	1	1	1	1	1	0	2	2	1	0	11	1	1	1	1	1	1	3	0	1	1	1	0	0	0	1
DB00324	Fluorometholone	4	1	0	1	0	0	1	1	10	4	4	0	101	1	8	0	1	0	3	23	1	0	3	1	0	0	2	1
DB00325	Nitroprusside	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
DB00326	Calcium Gluceptate	1	1	0	0	0	0	1	0	0	4	0	0	0	2	3	0	1	0	2	11	0	0	0	3	0	0	5	0
DB00327	Hydromorphone	1	1	0	1	0	1	1	0	3	1	11	0	105	1	13	0	1	0	12	29	0	0	0	2	0	0	2	1
DB00328	Indomethacin	1	1	1	1	0	1	1	0	1	2	1	2	100	1	1	1	1	1	1	6	1	1	1	2	0	0	1	1
DB00330	Ethambutol	4	1	0	0	1	1	1	1	3	4	36	1	2	3	38	1	1	0	35	51	3	0	2	1	0	1	4	1
DB00331	Metformin	2	1	0	2	0	1	1	0	3	3	2	1	100	1	1	0	1	0	1	6	1	0	1	1	0	2	1	2
DB00332	Ipratropium bromide	2	1	0	0	0	0	1	0	0	3	0	0	0	0	6	0	1	1	4	12	1	0	0	1	0	4	0	1
DB00333	Methadone	3	1	0	2	0	1	1	0	2	1	3	0	101	1	3	1	1	0	3	9	0	0	0	4	0	0	3	1
DB00334	Olanzapine	1	1	0	0	1	1	1	1	2	2	8	1	99	1	34	1	1	1	64	4	0	1	0	1	0	1	2	1
DB00335	Atenolol	3	2	1	1	1	0	3	1	2	6	3	0	170	2	3	1	1	0	4	13	3	1	3	5	0	3	3	1
DB00336	Nitrofural	3	1	1	0	0	1	0	0	1	2	1	1	76	1	3	1	1	1	2	6	2	0	1	1	0	1	0	1
DB00337	Pimecrolimus	3	1	0	1	1	0	0	0	0	3	3	0	0	1	12	0	1	1	3	22	0	0	0	1	0	1	1	0
DB00338	Omeprazole	2	2	0	2	1	1	3	1	2	3	65	1	205	1	49	2	3	1	8	55	1	3	1	6	1	2	1	1
DB00339	Pyrazinamide	2	1	1	1	1	1	1	1	1	3	2	0	100	1	1	1	1	1	2	4	1	1	1	1	0	1	1	0
DB00340	Metixene	2	1	0	1	0	0	1	0	2	1	2	0	17	0	2	0	1	0	1	6	0	0	1	3	0	0	1	1
DB00341	Cetirizine	3	1	0	3	0	1	1	2	4	4	4	0	100	1	4	1	1	0	37	47	2	0	2	2	0	1	4	3
DB00342	Terfenadine	3	1	0	1	1	1	0	0	2	1	3	0	101	0	3	1	1	0	3	7	0	0	1	1	0	0	3	3
DB00343	Diltiazem	4	1	0	3	0	1	5	0	4	2	6	1	110	1	5	1	1	0	3	16	1	0	3	5	0	1	5	1
DB00344	Protriptyline	1	1	0	1	0	1	1	0	1	0	1	0	51	1	1	1	1	0	1	4	0	0	1	1	0	0	1	1
DB00345	Aminohippurate	1	1	0	1	0	0	2	0	1	2	1	0	23	1	1	0	1	1	1	3	1	1	1	1	0	0	1	1
DB00346	Alfuzosin	2	1	0	1	0	0	1	1	2	1	36	0	52	0	59	0	1	0	10	69	1	0	1	2	0	1	1	1
DB00347	Trimethadione	1	1	0	1	0	0	0	0	1	1	1	1	24	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0
DB00348	Nitisinone	1	1	0	1	0	0	1	0	0	2	1	0	5	1	1	1	1	0	1	2	1	0	0	1	0	0	0	1
DB00349	Clobazam	1	1	0	1	0	0	1	0	1	2	1	0	30	1	1	1	1	0	1	3	0	0	0	1	0	0	1	0
DB00350	Minoxidil	1	1	1	1	0	0	1	0	1	2	1	0	5	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0
DB00351	Megestrol acetate	1	1	0	0	0	0	1	0	11	3	2	0	0	0	2	0	0	0	1	10	2	0	0	1	0	3	1	0
DB00352	Tioguanine	1	1	1	1	0	1	1	0	2	6	2	1	100	2	1	1	1	1	4	4	1	0	1	1	0	2	1	1
DB00353	Methylergometrine	7	1	0	1	0	0	0	0	4	0	1	0	13	1	4	0	1	0	1	18	0	0	2	2	0	0	2	2
DB00354	Buclizine	2	1	0	1	0	1	2	0	4	0	2	0	12	0	2	1	1	0	1	8	0	0	0	1	0	0	1	0
DB00355	Aztreonam	4	1	0	0	1	0	1	0	6	2	11	0	99	2	13	1	1	1	12	41	0	0	1	2	0	5	4	1
DB00356	Chlorzoxazone	1	1	1	1	0	1	1	1	2	3	3	0	42	1	1	1	1	1	2	7	1	1	1	1	0	1	1	1
DB00357	Aminoglutethimide	3	1	0	1	1	1	3	1	2	3	2	0	50	0	3	1	1	1	3	4	3	0	1	2	0	0	3	3
DB00358	Mefloquine	5	1	0	1	0	1	3	0	3	3	8	1	64	0	8	1	1	0	6	15	1	0	2	5	0	0	7	7
DB00359	Sulfadiazine	1	1	0	0	0	1	1	0	1	3	1	0	100	1	2	2	1	1	2	5	1	0	1	2	0	0	1	1
DB00360	Tetrahydrobiopterin	5	3	2	1	0	1	5	0	8	3	6	1	31	1	7	0	3	0	12	20	0	0	1	2	1	0	11	1
DB00361	Vinorelbine	2	1	0	1	1	0	1	0	0	4	6	0	66	1	8	0	1	1	3	21	0	0	4	1	0	1	2	0
DB00362	Anidulafungin	4	1	0	0	1	0	1	0	0	1	6	0	0	1	3	0	1	0	13	27	0	0	0	1	0	0	1	1
DB00363	Clozapine	1	1	0	1	1	1	1	1	2	2	2	1	96	1	5	1	1	1	35	17	0	1	0	1	0	1	1	1
DB00364	Sucralfate	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DB00365	Grepafloxacin	1	1	0	0	0	1	0	0	4	0	3	0	18	0	3	0	1	0	4	6	0	0	0	1	0	0	3	1
DB00366	Doxylamine	3	1	0	1	0	0	1	0	2	1	2	0	83	0	2	1	1	0	1	8	0	0	1	1	0	0	3	0
DB00367	Levonorgestrel	6	1	1	1	0	2	3	1	24	10	4	0	101	2	12	1	1	1	5	47	2	0	4	5	0	2	5	1
DB00368	Norepinephrine	4	1	1	2	1	1	4	0	2	2	3	0	155	2	4	1	2	0	4	17	1	0	1	4	1	1	3	2
DB00369	Cidofovir	2	1	2	0	1	1	2	0	2	1	2	0	40	1	3	0	1	1	3	8	0	0	0	1	0	1	4	1
DB00370	Mirtazapine	3	1	0	1	1	1	1	2	5	4	3	0	38	1	3	1	1	1	3	13	2	0	2	4	0	2	4	1
DB00371	Meprobamate	1	1	0	1	0	0	0	0	1	2	1	0	17	1	1	1	1	0	1	4	0	0	0	1	0	0	1	0
DB00372	Thiethylperazine	1	1	0	1	0	1	1	0	1	0	1	0	11	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1
DB00373	Timolol	3	1	1	1	0	1	3	1	2	2	3	0	18	2	68	1	1	0	67	121	1	1	3	5	0	1	7	3
DB00374	Treprostinil	1	1	0	1	0	0	1	0	8	0	11	0	0	1	15	0	1	0	29	56	0	0	0	1	0	0	1	0
DB00375	Colestipol	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	2	0	0	0	0
DB00376	Trihexyphenidyl	2	1	0	1	0	1	0	0	2	1	3	0	53	0	3	0	1	0	2	6	1	0	1	1	0	0	4	1
DB00377	Palonosetron	5	1	0	1	0	0	0	0	4	0	13	0	9	1	61	0	1	0	83	113	1	0	1	2	0	0	4	1
DB00378	Dydrogesterone	2	1	0	1	0	0	1	0	11	4	6	0	59	3	5	0	1	0	4	20	1	0	2	2	0	3	3	0
DB00379	Mexiletine	3	2	1	1	0	1	1	0	2	1	3	1	22	0	3	1	1	0	5	7	1	0	1	3	0	2	3	3
DB00380	Dexrazoxane	3	1	1	1	0	0	2	0	2	2	3	0	48	1	3	0	1	0	4	6	0	0	1	4	0	1	3	0
DB00381	Amlodipine	2	1	1	1	1	1	3	0	2	3	1	0	0	1	4	1	1	1	9	21	1	0	1	1	0	0	3	0
DB00382	Tacrine	1	1	1	1	0	1	1	0	1	1	1	1	38	1	1	1	1	0	1	4	1	1	1	1	0	0	1	1
DB00383	Oxyphencyclimine	1	1	0	1	0	1	0	0	2	0	2	0	4	0	2	1	1	0	1	6	0	0	0	1	0	0	1	0
DB00384	Triamterene	1	1	1	1	0	0	0	1	2	2	2	1	100	1	1	0	1	1	1	3	1	0	1	1	0	0	1	1
DB00385	Valrubicin	4	1	0	0	1	0	0	0	0	1	3	0	1	1	6	0	1	0	2	10	0	0	0	2	0	0	1	0
DB00386	Alseroxylon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DB00387	Procyclidine	3	1	0	1	0	1	1	0	2	0	2	0	29	0	3	1	1	0	3	7	0	0	1	3	0	0	3	1
DB00388	Phenylephrine	2	1	0	1	0	1	1	0	2	2	96	0	197	1	94	1	1	0	90	104	1	0	1	5	0	1	3	1
DB00389	Carbimazole	1	1	0	0	0	1	1	0	1	1	1	0	14	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1
DB00390	Digoxin	5	1	1	2	1	1	1	1	0	8	6	0	0	1	16	0	1	0	5	50	2	0	4	2	0	7	1	1
DB00391	Sulpiride	3	1	0	3	1	0	3	1	2	2	2	1	81	2	4	1	1	1	3	8	1	1	2	2	0	1	3	3
DB00392	Ethopropazine	2	1	0	1	0	0	3	0	2	1	2	0	12	0	2	1	1	0	1	6	0	0	1	1	0	0	1	1
DB00393	Nimodipine	3	1	0	1	1	1	1	0	2	2	0	0	0	0	2	1	1	1	3	3	1	0	1	3	0	0	0	0
DB00394	Beclomethasone	3	1	0	1	0	1	1	1	17	5	1	0	100	1	12	0	1	1	3	28	1	0	2	2	0	3	1	0
DB00395	Carisoprodol	2	1	0	1	0	1	3	1	2	2	4	0	15	0	4	1	1	0	64	66	1	0	1	1	0	0	1	0
DB00396	Progesterone	5	1	1	1	1	1	1	1	25	8	16	1	2	1	23	1	1	1	8	63	1	1	3	5	1	2	9	1
DB00397	Phenylpropanolamine	7	2	1	0	0	4	0	0	4	7	9	0	188	1	9	0	1	0	10	23	0	1	1	9	0	0	6	4
DB00398	Sorafenib	2	1	1	1	1	0	1	0	1	2	1	1	1	1	10	1	1	0	32	34	1	0	1	1	0	0	2	1
DB00399	Zoledronate	1	1	1	1	0	0	1	0	2	3	3	0	25	1	1	0	1	1	5	8	0	0	0	1	0	1	1	1
DB00400	Griseofulvin	3	1	0	0	0	1	1	1	4	6	4	1	8	1	2	1	1	1	3	11	6	0	1	2	0	2	4	1
DB00401	Nisoldipine	1	1	0	1	1	1	3	0	2	2	0	0	0	0	2	1	1	0	1	9	1	0	1	1	0	1	0	0
DB00402	Eszopiclone	3	2	1	2	2	0	3	1	4	4	0	0	0	2	3	1	2	0	6	12	4	0	1	3	0	1	3	0
DB00403	Ceruletide	1	1	0	1	0	0	1	0	0	2	1	1	0	1	1	0	1	0	1	4	0	0	0	1	0	0	1	0
DB00404	Alprazolam	1	1	1	1	1	1	1	1	2	3	2	0	100	1	1	1	1	0	1	7	1	0	1	1	0	0	1	1
DB00405	Dexbrompheniramine	3	2	0	2	0	1	2	0	2	1	3	0	132	1	3	0	2	0	1	8	0	0	2	3	0	0	3	1
DB00406	Gentian Violet	1	1	1	0	0	0	1	0	1	0	3	0	0	1	1	0	1	0	4	5	1	1	0	0	0	0	3	0
DB00407	Ardeparin	0	1	0	0	0	0	0	0	0	0	1	0	26	0	2	3	2	0	0	2	0	0	0	0	0	0	0	0
DB00408	Loxapine	1	1	0	1	0	1	1	0	2	0	1	0	49	1	1	1	1	0	1	4	0	0	1	1	0	0	1	1
DB00409	Remoxipride	3	1	0	0	1	0	0	0	2	1	3	0	12	1	3	1	1	0	1	6	0	0	1	1	0	0	3	1
DB00410	Mupirocin	3	1	1	0	1	1	1	1	13	6	7	0	103	1	9	0	1	0	5	29	0	0	1	1	0	0	1	1
DB00411	Carbachol	1	1	0	0	0	0	1	0	0	1	0	0	0	1	2	1	1	0	1	5	1	0	0	1	0	1	0	0
DB00412	Rosiglitazone	3	1	2	1	1	0	3	0	4	2	0	1	0	0	3	0	1	1	14	21	1	0	1	1	0	0	3	0
DB00413	Pramipexole	3	1	0	1	0	0	2	1	2	5	3	0	64	2	4	1	1	1	4	13	2	0	1	1	0	2	2	2
DB00414	Acetohexamide	1	1	0	1	0	1	1	0	1	1	1	0	69	1	1	0	1	0	1	3	1	0	1	2	0	0	1	0
DB00415	Ampicillin	2	1	2	0	0	1	2	0	21	7	12	0	122	2	15	1	1	0	8	70	1	1	2	2	0	3	6	1
DB00416	Metocurine Iodide	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	2	4	0	0	0	2	0	0	0	0
DB00417	Penicillin V	2	1	1	0	0	1	2	1	6	2	5	0	62	1	9	1	1	0	3	26	9	0	1	1	0	1	3	1
DB00418	Secobarbital	2	1	0	1	0	0	1	0	2	3	2	0	7	2	3	0	1	0	1	6	0	0	0	4	0	0	3	0
DB00419	Miglustat	5	1	1	1	2	0	1	0	8	4	8	0	15	2	9	0	1	0	10	33	0	0	0	2	0	0	3	4
DB00420	Promazine	1	1	1	1	0	1	1	0	1	0	1	0	57	1	1	1	1	0	2	5	0	0	1	1	0	0	1	1
DB00421	Spironolactone	8	1	1	1	1	1	1	1	24	8	2	0	100	1	7	0	1	1	7	51	2	0	3	2	0	4	4	1
DB00422	Methylphenidate	5	2	0	2	0	1	5	0	4	1	7	0	75	1	8	1	2	0	17	27	0	0	0	5	0	0	7	5
DB00423	Methocarbamol	2	1	0	1	0	0	3	1	2	2	2	0	24	0	2	0	1	1	2	6	0	0	1	3	0	0	3	0
DB00424	Hyoscyamine	8	2	1	1	0	2	6	1	4	7	8	0	239	1	11	2	2	1	13	32	1	2	5	4	0	6	7	2
DB00425	Zolpidem	1	1	0	2	0	1	1	0	2	2	147	0	22	1	147	1	1	0	11	152	0	0	1	2	0	0	1	1
DB00426	Famciclovir	1	1	0	0	1	0	1	1	1	2	1	0	100	1	1	1	1	1	1	3	1	0	1	1	0	0	1	0
DB00427	Triprolidine	2	1	0	1	0	0	2	0	2	1	1	0	100	1	2	1	1	0	2	7	1	0	1	1	0	1	3	2
DB00428	Streptozocin	5	1	1	0	0	1	1	0	13	5	7	1	93	0	7	0	1	1	1	18	0	0	0	1	0	1	4	0
DB00429	Carboprost Tromethamine	1	1	0	0	1	0	1	0	0	0	0	0	0	1	3	0	1	0	2	10	0	0	0	1	0	0	0	0
DB00430	Cefpiramide	1	1	0	0	0	0	2	0	0	1	2	0	29	1	2	1	1	0	1	7	0	0	0	2	0	1	1	0
DB00431	Lindane	7	1	0	0	0	4	5	0	1	1	6	0	189	2	10	1	2	0	5	3	0	2	0	12	0	0	13	1
DB00432	Trifluridine	4	1	0	0	1	0	1	0	13	3	6	0	111	1	7	0	1	1	6	14	0	0	2	2	0	1	1	1
DB00433	Prochlorperazine	1	1	1	1	0	1	1	0	1	3	1	1	59	1	1	1	1	0	31	34	0	0	1	2	0	0	1	1
DB00434	Cyproheptadine	1	1	0	1	0	1	1	0	1	1	1	0	4	1	1	0	1	0	1	2	1	0	1	1	0	0	1	1
DB00435	Nitric Oxide	1	1	0	0	0	1	1	0	0	2	0	0	0	1	1	1	1	0	1	3	0	0	0	0	1	0	2	0
DB00436	Bendroflumethiazide	2	1	0	1	0	1	3	1	2	2	3	0	111	0	3	1	1	0	3	4	0	0	1	1	0	0	1	0
DB00437	Allopurinol	1	1	0	1	1	0	1	1	2	6	2	1	100	1	1	1	1	1	3	4	1	1	1	2	0	2	2	1
DB00438	Ceftazidime	2	1	0	0	0	1	2	0	3	5	4	0	100	0	8	1	1	0	4	44	5	0	2	1	0	1	3	1
DB00439	Cerivastatin	1	1	0	1	0	1	2	0	1	0	4	0	68	1	5	1	0	0	2	11	0	0	1	1	0	0	2	1
DB00440	Trimethoprim	1	2	2	0	0	1	1	1	2	4	1	0	46	1	1	1	1	1	2	9	1	0	1	2	0	0	1	1
DB00441	Gemcitabine	2	1	1	1	0	1	1	0	8	2	7	0	93	1	13	1	1	1	12	27	0	0	2	1	0	1	4	0
DB00442	Entecavir	4	1	0	0	1	0	1	0	8	6	4	0	3	1	6	0	1	0	12	25	0	0	1	1	0	3	2	0
DB00443	Betamethasone	10	2	1	3	1	1	2	2	34	18	11	1	212	2	41	2	2	2	9	87	2	0	7	6	0	2	2	2
DB00444	Teniposide	5	1	1	1	0	1	1	0	4	3	47	0	100	1	54	0	1	1	34	91	0	0	1	3	0	1	5	1
DB00445	Epirubicin	10	2	2	1	0	2	4	0	4	6	24	1	203	2	45	2	2	0	11	84	2	0	4	5	0	1	3	4
DB00446	Chloramphenicol	3	1	2	0	0	1	1	1	4	6	4	1	125	1	4	1	1	1	6	14	5	0	3	7	0	1	0	0
DB00447	Loracarbef	2	2	0	0	0	0	3	0	1	1	4	0	46	1	8	0	1	0	4	15	0	0	1	0	0	0	3	0
DB00448	Lansoprazole	2	1	0	2	1	0	1	1	2	2	36	0	122	2	34	1	1	2	5	40	1	0	1	4	0	1	1	1
DB00449	Dipivefrin	2	1	0	1	0	1	2	0	2	0	2	0	40	0	2	0	1	0	2	6	0	0	1	1	0	0	2	0
DB00450	Droperidol	1	1	0	1	0	0	1	1	2	1	1	0	51	1	1	1	1	0	1	3	0	0	1	1	0	0	1	1
DB00451	Levothyroxine	5	2	1	3	1	1	6	1	1	4	5	0	204	2	6	1	2	1	6	24	2	1	1	7	1	2	6	2
DB00452	Framycetin	7	2	1	1	0	2	3	0	12	1	3	0	100	2	15	0	1	0	5	68	0	0	1	3	0	1	2	2
DB00453	Clomocycline	1	1	0	0	0	0	1	0	0	0	0	0	0	1	2	1	1	0	1	0	0	0	0	1	0	0	1	0
DB00454	Pethidine	1	1	0	1	0	1	0	0	1	1	2	0	55	1	3	0	1	0	29	33	0	0	0	1	0	0	1	1
DB00455	Loratadine	1	1	0	1	1	0	0	1	1	2	2	0	100	1	3	1	1	1	1	7	1	0	1	1	0	0	2	1
DB00456	Cefalotin	3	1	1	0	0	1	2	0	4	3	6	1	45	1	7	0	1	0	2	14	6	0	2	1	0	2	1	2
DB00457	Prazosin	1	1	1	2	0	1	1	0	1	2	48	1	100	1	63	1	1	0	8	67	1	0	1	1	0	0	1	1
DB00458	Imipramine	1	1	1	1	0	1	1	0	1	1	1	1	53	1	1	1	1	0	1	6	1	1	1	1	0	1	1	1
DB00459	Acitretin	2	1	0	1	1	0	4	1	3	5	1	0	26	1	2	0	2	1	2	13	0	0	1	3	0	2	2	0
DB00460	Verteporfin	0	1	0	0	0	0	0	0	0	2	1	0	1	0	1	0	1	1	1	6	0	0	0	0	0	0	3	0
DB00461	Nabumetone	1	1	1	1	1	0	1	1	1	2	1	0	100	1	1	1	1	1	1	3	0	0	1	1	0	0	1	1
DB00462	Methylscopolamine bromide	4	1	0	0	0	0	1	0	0	3	0	0	0	1	3	0	1	1	1	13	0	0	0	2	0	1	0	0
DB00463	Metharbital	1	1	0	1	0	0	0	0	2	0	1	0	12	1	1	1	1	0	1	1	0	0	0	1	0	0	1	0
DB00464	Sodium Tetradecyl Sulfate	1	1	0	0	0	0	0	0	0	0	1	0	100	1	1	0	1	0	1	3	0	1	0	1	0	0	2	0
DB00465	Ketorolac	2	1	1	1	1	1	5	0	2	4	3	0	164	0	3	1	1	0	4	10	0	0	1	4	0	0	3	1
DB00466	Picrotoxin	6	1	0	1	0	0	0	1	0	6	0	0	0	0	3	0	1	0	2	17	0	0	1	0	0	0	0	0
DB00467	Enoxacin	1	1	0	0	1	1	1	0	2	2	1	0	79	1	1	1	1	1	2	6	1	0	1	1	0	0	2	1
DB00468	Quinine	18	2	2	2	0	2	3	1	15	29	27	1	253	4	36	2	2	0	26	73	2	1	4	7	0	7	16	7
DB00469	Tenoxicam	0	1	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
DB00470	Dronabinol	1	1	1	1	1	1	1	0	4	3	100	0	87	1	136	0	2	0	90	203	0	1	0	6	0	0	6	3
DB00471	Montelukast	2	1	1	1	0	1	2	0	4	4	4	0	29	3	6	1	1	0	14	25	0	0	2	1	0	0	2	2
DB00472	Fluoxetine	3	3	2	1	0	0	1	0	2	1	38	0	156	1	42	1	1	0	6	55	0	0	1	3	0	0	4	3
DB00473	Hexylcaine	2	1	0	1	0	1	0	0	2	0	2	0	34	0	3	0	1	0	1	3	0	0	1	1	0	0	1	0
DB00474	Methohexital	1	1	0	1	0	1	2	0	8	1	2	0	25	0	2	0	1	0	1	7	0	0	0	2	0	0	5	0
DB00475	Chlordiazepoxide	1	1	0	1	0	0	1	1	2	2	2	0	100	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1
DB00476	Duloxetine	3	1	1	1	0	0	3	1	2	3	44	0	63	2	50	1	1	0	7	59	0	0	1	2	0	1	3	3
DB00477	Chlorpromazine	1	1	1	1	1	1	1	0	1	2	1	1	19	1	1	1	1	0	17	21	1	1	1	2	0	1	2	1
DB00478	Rimantadine	2	1	1	0	0	1	0	0	2	3	2	0	44	0	3	0	1	1	3	7	0	1	0	1	0	2	1	1
DB00479	Amikacin	4	1	1	0	0	1	1	0	0	5	4	0	100	1	7	0	1	0	3	37	4	0	1	2	0	1	2	0
DB00480	Lenalidomide	1	1	1	1	1	0	1	0	2	3	3	0	3	0	48	0	1	1	55	81	1	0	2	2	0	0	1	0
DB00481	Raloxifene	1	1	1	1	0	1	1	0	1	2	2	1	100	1	2	1	1	0	10	11	1	0	1	1	0	0	1	1
DB00482	Celecoxib	3	1	1	1	1	1	1	1	1	2	3	1	52	1	9	1	1	1	7	15	1	0	1	4	0	0	1	1
DB00483	Gallamine Triethiodide	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0
DB00484	Brimonidine	1	1	0	2	0	1	1	1	2	2	1	0	16	1	1	1	1	0	2	3	1	0	1	1	0	0	2	1
DB00485	Dicloxacillin	4	1	0	0	0	1	2	0	7	2	2	0	98	1	5	0	1	0	2	27	1	0	1	1	0	1	2	1
DB00486	Nabilone	3	1	0	0	1	0	0	0	2	4	7	0	24	0	37	0	1	0	50	54	0	0	0	3	0	0	5	1
DB00487	Pefloxacin	1	1	0	0	0	0	1	0	3	1	1	0	57	1	1	0	1	0	2	5	1	0	1	1	0	0	1	1
DB00488	Altretamine	1	1	0	1	1	0	1	1	2	1	3	0	100	1	6	1	1	1	7	11	1	1	1	2	0	0	1	1
DB00489	Sotalol	3	1	0	1	0	1	2	0	2	2	2	0	86	1	2	1	1	0	3	8	1	0	1	2	0	1	3	1
DB00490	Buspirone	1	1	0	1	1	1	1	0	2	1	1	0	100	1	1	1	1	0	1	4	1	0	1	1	0	1	2	1
DB00491	Miglitol	2	1	1	1	1	1	0	1	11	4	5	0	28	1	10	0	1	1	3	32	2	0	1	1	0	1	3	1
DB00492	Fosinopril	3	1	0	1	0	1	2	0	4	1	12	0	100	1	12	0	1	0	5	23	0	0	2	1	0	0	1	0
DB00493	Cefotaxime	5	1	1	0	0	1	2	0	8	5	6	0	102	2	17	1	1	0	6	35	6	0	2	3	0	6	5	2
DB00494	Entacapone	2	1	0	1	1	1	1	0	4	3	1	0	10	2	3	1	1	1	2	9	1	0	1	2	0	2	0	1
DB00495	Zidovudine	5	1	1	1	1	1	1	1	8	6	7	0	206	1	10	0	1	1	8	19	2	0	1	2	0	4	8	2
DB00496	Darifenacin	1	1	0	2	0	0	1	0	2	1	50	0	8	1	68	0	1	0	65	74	0	0	1	1	0	1	1	1
DB00497	Oxycodone	2	1	0	1	0	1	1	0	1	1	210	0	100	1	241	1	1	0	6	253	0	0	0	1	0	0	4	3
DB00498	Phenindione	1	1	0	1	0	1	1	0	0	1	1	0	13	1	1	1	1	1	1	1	1	1	1	1	0	0	5	1
DB00499	Flutamide	1	1	0	1	1	1	1	1	1	2	1	1	100	1	1	1	1	1	2	4	1	0	1	2	0	0	0	1
DB00500	Tolmetin	1	1	1	1	0	1	2	0	1	3	1	0	100	1	1	1	1	0	2	4	0	0	1	1	0	0	1	1
DB00501	Cimetidine	1	1	0	1	1	1	1	1	4	6	1	1	100	1	1	1	1	1	3	5	1	0	1	2	0	6	3	2
DB00502	Haloperidol	2	1	0	1	1	1	1	0	1	2	1	1	13	1	1	1	1	1	1	7	0	1	1	1	0	0	1	1
DB00503	Ritonavir	4	1	1	0	1	1	1	1	1	4	9	0	103	4	6	1	1	1	5	16	2	0	2	1	0	2	1	1
DB00504	Levallorphan	4	1	0	1	0	1	0	0	1	0	3	0	40	1	6	1	1	0	2	15	0	0	0	2	0	0	2	4
DB00505	Tridihexethyl	2	1	0	0	0	1	1	0	2	0	2	0	8	0	2	0	1	0	0	3	0	0	1	1	0	0	1	0
DB00507	Nitazoxanide	1	1	1	0	1	0	0	1	1	2	1	0	15	1	1	1	1	1	1	2	1	0	1	1	0	0	0	0
DB00508	Triflupromazine	1	1	0	1	0	0	1	0	1	1	1	0	42	1	1	1	1	0	2	3	1	0	1	1	0	0	1	1
DB00509	Dextrothyroxine	5	2	1	3	1	1	6	1	1	4	5	0	204	2	6	1	2	1	6	24	2	1	1	7	1	2	6	2
DB00511	Acetyldigitoxin	1	1	0	1	0	0	1	0	0	0	3	0	3	1	2	0	1	0	1	7	0	0	0	1	0	0	1	0
DB00512	Vancomycin	3	1	0	0	0	1	2	0	0	2	21	0	0	1	22	1	1	0	7	71	0	0	1	1	0	0	1	1
